term,sense,sentence,class,confidence,pred_labels,replace_words,target_words
gag,gag#v#5,he swallowed a fishbone and gagged,literal,1,misc,[''],['']
gain,gain#v#5,The home team was gaining ground,literal,0.7,metaphor,['ground'],['gaining']
gain,gain#v#6,The stock market gained 24 points today,literal,0.7,metaphor,['net'],['gained']
gain,gain#v#7,the peace movement gained momentum,literal,0.7,metaphor,['advance'],['gained']
gain,gain#v#9,She gained 20 pounds when she stopped exercising,literal,0.9,metaphor,['ground'],['gained']
gallop,gallop#v#1,He was galloping down the road,literal,0.7,misc,[''],['']
gallop,gallop#v#2,The horse was galloping along,literal,0.9,literal,['gallop'],['galloping']
gallop,gallop#v#3,Did you gallop the horse just now?,literal,0.9,metaphor,['instantly'],['now']
gather,gather#v#4,I gather you have not done your homework.,metaphor,0.9,metaphor,['relax'],['done']
gather,gather#v#7,She gathered her shawl around her shoulders.,literal,0.7,metaphor,['pearl'],['gathered']
gather,gather#v#8,Our ancestors gathered nuts in the Fall.,literal,0.9,metaphor,['pearl'],['gathered']
glare,glare#v#1,The girl glared at the man who tried to make a pass at her,literal,0.8,metaphor,['devil'],['make']
glow,glow#v#1,The fireflies were glowing and flying about in the garden,literal,1,literal,['glow'],['glowing']
glow,glow#v#2,Her face glowed when she came out of the sauna,metaphor,0.6,misc,[''],['when']
glow,glow#v#3,The coals were glowing in the dark,literal,0.9,literal,['glow'],['glowing']
glow,glow#v#4,Make the people's hearts glow,metaphor,0.9,literal,['shine'],['glow']
govern,govern#v#2,His belief in God governs his conduct,literal,0.6,metaphor,['rule'],['governs']
govern,govern#v#3,Who is governing the country now?,literal,0.9,metaphor,['zone'],['governing']
govern,govern#v#4,most transitive verbs govern the accusative case in German,metaphor,0.5,literal,['rule'],['govern']
grab,grab#v#3,The passenger grabbed for the oxygen mask,literal,1,literal,['hook'],['grabbed']
grab,grab#v#5,She grabbed the child's hand and ran out of the room,literal,1,literal,['hook'],['grabbed']
grab,grab#v#6,This story will grab you,metaphor,0.8,metaphor,['rebound'],['grab']
gravitate,gravitate#v#1,The conversation gravitated towards politics,metaphor,0.7,literal,['gravitate'],['gravitated']
gravitate,gravitate#v#2,Boys gravitate towards girls at that age,literal,0.6,literal,['gravitate'],['gravitate']
gravitate,gravitate#v#3,The stars gravitate towards each other,literal,0.7,literal,['gravitate'],['gravitate']
grind,grind#v#5,grind the spices in a mortar,literal,1,metaphor,['pestle'],['grind']
grind,grind#v#6,grind designs into the glass bowl,literal,0.9,misc,[''],['']
grind,grind#v#7,grind lenses for glasses and cameras,literal,1,misc,[''],['']
grope,grope#v#1,She groped for her glasses in the darkness of the bedroom,literal,1,misc,[''],['']
grope,grope#v#2,His mind groped to make the connection,metaphor,0.8,metaphor,['direct'],['make']
grope,grope#v#3,He made some sexual advances at the woman in his office and groped her repeatedly,literal,0.9,literal,['sexual'],['sexual']
grow,grow#v#10,The tree trunks had grown together,literal,1,metaphor,['leaf'],['grown']
grow,grow#v#3,Corn doesn't grow here,literal,1,metaphor,['root'],['grow']
grow,grow#v#4,He grows vegetables in his backyard,literal,1,metaphor,['stool'],['grows']
guard,guard#v#1,There will be men guarding the horses.,literal,1,literal,['guard'],['guarding']
guard,guard#v#2,Please guard my possessions while I'm away.,literal,0.7,literal,['guard'],['guard']
guard,guard#v#4,This vaccine will guard you against infection.,metaphor,0.8,metaphor,['safety'],['guard']
gutter,gutter#v#1,The cooling lava continued to gutter toward lower ground.,metaphor,0.5,metaphor,['ridge'],['continued']
gutter,gutter#v#4,The roofer began to gutter the buildings.,literal,0.8,metaphor,['toilet'],['gutter']
hack,hack#v#2,I can't hack it anymore,metaphor,0.7,literal,['anymore'],['anymore']
hack,hack#v#3,he hacked his way through the forest,literal,0.9,metaphor,['axe'],['hacked']
hack,hack#v#8,The patient with emphysema is hacking all day,literal,0.6,literal,['hack'],['hacking']
hail,hail#v#1,The critics hailed the young pianist as a new Rubinstein,literal,0.6,metaphor,['herald'],['hailed']
hail,hail#v#2,She hails from Kalamazoo,literal,0.6,misc,[''],['']
hail,hail#v#5,It hailed for an hour,literal,1,misc,[''],['']
harmonize,harmonize#v#1,The colors don't harmonize,metaphor,0.7,literal,['blend'],['harmonize']
harmonize,harmonize#v#4,harmonize the different interests,literal,0.7,literal,['different'],['different']
harmonize,harmonize#v#5,harmonize one's goals with one's abilities,metaphor,0.6,metaphor,['key'],['harmonize']
head,head#v#1,where is she heading,literal,0.7,misc,[''],['where']
head,head#v#2,Who is heading this project?,literal,0.7,metaphor,['lemma'],['heading']
head,head#v#3,The procession was headed by John,metaphor,0.5,metaphor,['captain'],['headed']
head,head#v#4,This student heads the class,metaphor,0.5,metaphor,['general'],['heads']
head,head#v#6,These rivers head from a mountain range in the Himalayas,metaphor,0.6,metaphor,['promontory'],['head']
head,head#v#7,The list was headed by the name of the president,literal,0.6,metaphor,['crown'],['headed']
head,head#v#8,The wheat headed early this year,metaphor,0.6,metaphor,['crown'],['headed']
heap,heap#v#1,He heaped him with work,metaphor,0.6,misc,[''],['']
heap,heap#v#2,heap firewood around the fireplace,literal,1,misc,[''],['']
heap,heap#v#3,heap the platter with potatoes,literal,0.8,literal,['pot'],['heap']
help,help#v#1,Everyone helped out during the earthquake,literal,0.9,misc,[''],['']
help,help#v#2,These pills will help the patient,literal,0.9,literal,['comfort'],['help']
help,help#v#3,This will help to prevent accidents,literal,0.8,literal,['prevent'],['prevent']
help,help#v#4,I can't help myself--I have to smoke,literal,0.8,misc,[''],['']
help,help#v#5,"I served him three times, and after that he helped himself",literal,0.9,metaphor,['help'],['served']
help,help#v#6,This money will help the development of literacy in developing countries,literal,0.8,metaphor,['facilitation'],['help']
help,help#v#7,She helped herself to some of the office supplies,literal,0.8,misc,[''],['']
help,help#v#8,New slipcovers will help the old living room furniture,metaphor,0.5,literal,['comfort'],['help']
hunt,hunt#v#1,Goering often hunted wild boars in Poland,literal,1,literal,['Goring'],['Goering']
hunt,hunt#v#2,The hunters traced the deer into the woods,literal,1,metaphor,['hunt'],['traced']
hunt,hunt#v#3,They hunted the unwanted immigrants out of the neighborhood,literal,0.6,literal,['unwanted'],['unwanted']
hunt,hunt#v#5,The oscillator hunts about the correct frequency,metaphor,0.7,literal,['zero'],['correct']
hunt,hunt#v#6,She hunted for her reading glasses but was unable to locate them,metaphor,0.5,misc,[''],['']
hunt,hunt#v#7,The King used to hunt these forests,literal,0.8,metaphor,['practice'],['used']
hurt,hurt#v#2,This exercise will hurt your back,literal,0.9,metaphor,['pain'],['hurt']
hurt,hurt#v#4,Our business was hurt by the new competition,literal,0.7,metaphor,['expense'],['hurt']
hurt,hurt#v#5,She hurt me when she did not include me among her guests,metaphor,0.5,misc,[''],['when']
hurt,hurt#v#6,Were you hurting after the accident?,literal,0.9,misc,[''],['']
ignite,ignite#v#1,Great heat can ignite almost any dry matter,literal,0.9,literal,['heat'],['ignite']
ignite,ignite#v#2,Marsh gases ignited suddenly,literal,0.9,literal,['suddenly'],['suddenly']
ignite,ignite#v#3,The ostentatious way of living of the rich ignites the hatred of the poor,metaphor,0.7,literal,['ostentatious'],['ostentatious']
immigrate,immigrate#v#1,only few plants can immigrate to the island,literal,0.7,literal,['few'],['few']
immigrate,immigrate#v#2,Britain immigrated many colonists to America,literal,0.9,literal,['many'],['many']
immigrate,immigrate#v#3,Many people immigrated at the beginning of the 20th century,literal,0.9,literal,['many'],['Many']
impress,impress#v#1,This child impressed me as unusually mature,literal,0.8,metaphor,['touch'],['impressed']
impress,impress#v#2,The young chess player impressed her audience,literal,0.9,metaphor,['touch'],['impressed']
impress,impress#v#4,"To make a batik, you impress a design with wax",literal,0.6,metaphor,['frame'],['make']
incline,incline#v#2,He inclined his ear to the wise old man,literal,0.6,literal,['wise'],['wise']
incline,incline#v#3,She inclined her head to the student,literal,0.9,metaphor,['pitch'],['inclined']
incline,incline#v#5,She inclines to the view that people should be allowed to expres their religious beliefs,metaphor,0.5,metaphor,['trust'],['allowed']
incline,incline#v#6,Their language inclines us to believe them,metaphor,0.9,metaphor,['tend'],['inclines']
include,include#v#1,The list includes the names of many famous writers,literal,0.9,metaphor,['count'],['includes']
include,include#v#2,I include you in the list of culprits,literal,0.8,misc,[''],['']
include,include#v#3,We must include this chemical element in the group,literal,0.9,metaphor,['count'],['include']
indicate,indicate#v#1,These symptoms indicate a serious illness,literal,0.8,literal,['life-threatening'],['serious']
indicate,indicate#v#3,indicated his wishes in a letter,literal,0.8,metaphor,['finger'],['indicated']
indicate,indicate#v#5,Tetracycline is indicated in such cases,literal,0.8,literal,['such'],['such']
induct,induct#v#1,There was a ceremony to induct the president of the Academy.,literal,0.9,metaphor,['seat'],['induct']
induct,induct#v#3,We were inducted into the honor society.,literal,1,misc,[''],['']
induct,induct#v#5,The young geisha was inducted into the ways of her profession.,literal,0.68,metaphor,['induce'],['inducted']
infect,infect#v#1,Your children have infected you with this head cold,literal,0.8,literal,['cold'],['cold']
infect,infect#v#3,society was infected by racism,metaphor,0.7,metaphor,['taint'],['infected']
infect,infect#v#4,His laughter infects everyone who is in the same room,metaphor,0.6,literal,['same'],['same']
inflate,inflate#v#1,The charges were inflated,metaphor,0.7,literal,['inflated'],['inflated']
inflate,inflate#v#3,The war inflated the economy,metaphor,0.5,metaphor,['expand'],['inflated']
inflate,inflate#v#4,inflate the currency,metaphor,0.6,literal,['expand'],['inflate']
inform,inform#v#1,I informed him of his rights,literal,0.9,misc,[''],['']
inform,inform#v#2,The principles that inform modern teaching,literal,0.7,literal,['modern'],['modern']
inform,inform#v#3,She had informed on her own parents for years,literal,0.8,metaphor,['have'],['own']
inherit,inherit#v#1,I inherited a castle from my French grandparents,literal,0.9,literal,['hereditary'],['inherited']
inherit,inherit#v#2,The new chairman inherited many problems from the previous chair,literal,0.7,metaphor,['former'],['previous']
inherit,inherit#v#3,I inherited my good eyesight from my mother,literal,0.9,literal,['dear'],['good']
inject,inject#v#1,We injected the glucose into the patient's vein,literal,1,metaphor,['shoot'],['injected']
inject,inject#v#2,He injected new life into the performance,metaphor,0.8,metaphor,['pop'],['injected']
inject,inject#v#3,inject hydrogen into the balloon,literal,1,literal,['shoot'],['inject']
interrupt,interrupt#v#1,We interrupt the program for the following messages,literal,0.9,metaphor,['break'],['interrupt']
interrupt,interrupt#v#2,Don't interrupt me when I'm reading,literal,0.9,misc,[''],['when']
interrupt,interrupt#v#3,Please don't interrupt me while I'm on the phone,literal,0.9,misc,[''],['']
interrupt,interrupt#v#4,She interrupted her pregnancy,metaphor,0.5,metaphor,['break'],['interrupted']
intervene,intervene#v#1,Why did the U.S. not intervene earlier in WW II?,literal,1,literal,['intervene'],['intervene']
intervene,intervene#v#2,This interludes intervenes between the two movements,metaphor,0.5,misc,[''],['']
intervene,intervene#v#3,The war intervened between the birth of her two children.,metaphor,0.5,literal,['intervene'],['intervened']
introduce,introduce#v#2,A new word processor was introduced,literal,0.9,metaphor,['plug'],['introduced']
introduce,introduce#v#5,introduce exotic fruits,literal,0.8,metaphor,['sandwich'],['introduce']
introduce,introduce#v#8,introduce legislation,literal,0.7,misc,[''],['']
invade,invade#v#1,"Hitler invaded Poland on September 1, 1939",literal,0.9,literal,['invade'],['invaded']
invade,invade#v#2,This new colleague invades my territory,literal,0.7,literal,['new'],['new']
invade,invade#v#4,The cancer had invaded her lungs,literal,0.6,literal,['invade'],['invaded']
invite,invite#v#2,Can I invite you for dinner on Sunday night?,literal,0.9,misc,[''],['']
invite,invite#v#5,I invited them to a restaurant,literal,0.9,misc,[''],['']
invite,invite#v#6,We invited the neighbors in for a cup of coffee,literal,0.8,literal,['welcome'],['invited']
invite,invite#v#7,The organizers invite submissions of papers for the conference,literal,0.8,metaphor,['challenge'],['invite']
involve,involve#v#2,Don't involve me in your family affairs!,literal,0.7,misc,[''],['']
involve,involve#v#3,This decision involves many changes,literal,0.9,metaphor,['need'],['involves']
involve,involve#v#5,Dinner at Joe's always involves at least six courses,literal,0.8,metaphor,['draw'],['involves']
involve,involve#v#6,His story completely involved me during the entire afternoon,literal,0.6,metaphor,['whole'],['completely']
involve,involve#v#7,The situation was rather involved,literal,0.6,metaphor,['quite'],['rather']
jam,jam#v#2,The driver jammed the brake pedal to the floor,literal,0.7,literal,['ram'],['jammed']
jam,jam#v#5,the mechanism jammed,literal,0.7,metaphor,['block'],['jammed']
jam,jam#v#6,the theater was jampacked,metaphor,0.5,misc,[''],['']
join,join#v#1,He joined the Communist Party as a young man,literal,0.8,metaphor,['yoke'],['joined']
join,join#v#2,join these two parts so that they fit together,literal,0.9,metaphor,['articulation'],['join']
join,join#v#3,She joined him for a drink,literal,0.9,misc,[''],['']
join,join#v#4,The two roads join here,literal,0.6,metaphor,['bridge'],['join']
juggle,juggle#v#2,juggle an account so as to hide a deficit,metaphor,0.8,literal,['veil'],['hide']
juggle,juggle#v#3,She had to juggle her job and her children,metaphor,0.9,metaphor,['juggling'],['juggle']
juggle,juggle#v#5,the player juggled the ball,literal,1,metaphor,['juggle'],['juggled']
key,key#v#2,We were keyed after the locks were changed in the building,metaphor,0.5,metaphor,['clean'],['changed']
key,key#v#3,His new Mercedes was keyed last night in the parking lot,literal,0.8,literal,['new'],['new']
key,key#v#5,key one's actions to the voters' prevailing attitude,metaphor,0.5,misc,[''],['']
kick,kick#v#3,The boy kicked the dog.,literal,0.9,metaphor,['plain'],['kicked']
kick,kick#v#5,The gun kicked back into my shoulder.,metaphor,0.6,metaphor,['boot'],['kicked']
kick,kick#v#7,He kicked the extra point after touchdown.,literal,0.7,literal,['excess'],['extra']
land,land#v#1,The bird landed on the highest branch,literal,0.9,literal,['high'],['highest']
land,land#v#2,the pilot managed to land the airplane safely,literal,1,metaphor,['pump'],['managed']
land,land#v#3,this may land you in jail,metaphor,0.8,misc,[''],['']
land,land#v#4,The drug smugglers landed the heroin on the beach of the island,literal,0.9,metaphor,['ground'],['landed']
land,land#v#5,He landed several blows on his opponent's head,literal,0.9,literal,['several'],['several']
land,land#v#6,The ship landed in Pearl Harbor,literal,0.9,literal,['shore'],['landed']
land,land#v#7,the enemy landed several of our aircraft,literal,1,metaphor,['ground'],['landed']
lay,lay#v#2,lay the books on the table,literal,0.9,metaphor,['coffin'],['lay']
lay,lay#v#3,lay the foundation for a new health care plan,metaphor,0.6,metaphor,['space'],['lay']
lay,lay#v#4,This hen doesn't lay,literal,0.8,metaphor,['load'],['lay']
lay,lay#v#5,lay a responsibility on someone,metaphor,0.6,metaphor,['charge'],['lay']
leak,leak#v#1,The news were leaked to the paper,metaphor,0.6,literal,['leak'],['leaked']
leak,leak#v#2,The news leaked out despite his secrecy,metaphor,0.7,literal,['leak'],['leaked']
leak,leak#v#3,Water leaked out of the can into the backpack,literal,1,metaphor,['bilge'],['leaked']
leak,leak#v#4,The container leaked gasoline,literal,1,literal,['leak'],['leaked']
lean,lean#v#1,She leaned over the banister,literal,1,misc,[''],['']
lean,lean#v#2,He leaned his rifle against the wall,literal,1,metaphor,['angle'],['leaned']
lean,lean#v#4,We can lean on this man,metaphor,0.6,misc,[''],['']
lend,lend#v#1,Her presence lends a certain cachet to the company,literal,0.6,metaphor,['trust'],['lends']
lend,lend#v#2,I will lend you my car,literal,0.9,metaphor,['trust'],['lend']
lend,lend#v#3,This story would lend itself well to serialization on television,metaphor,0.6,metaphor,['trust'],['lend']
level,level#v#1,level criticism or charges at somebody,metaphor,0.7,misc,[''],['']
level,level#v#2,The building was levelled,literal,0.9,metaphor,['flush'],['levelled']
level,level#v#5,I have to level with you,metaphor,0.7,misc,[''],['']
level,level#v#6,The ground levelled off,literal,1,metaphor,['charge'],['levelled']
lie,lie#v#5,She lied when she told me she was only 29.,literal,0.9,misc,[''],['when']
lie,lie#v#6,The fate of Bosnia lies in the hands of the West.,metaphor,0.7,metaphor,['rest'],['lies']
lie,lie#v#7,Lie down on the bed until you feel better.,literal,1,metaphor,['just'],['better']
lighten,lighten#v#1,the conversation lightened me up a bit,metaphor,0.5,metaphor,['light'],['lightened']
lighten,lighten#v#2,she lightened the load on the tired donkey,literal,0.8,metaphor,['tire'],['tired']
lighten,lighten#v#3,"after a glass of wine, he lightened up a bit",metaphor,0.7,metaphor,['light'],['lightened']
lighten,lighten#v#5,The room lightened up,literal,0.7,metaphor,['light'],['lightened']
like,like#v#2,She likes to read Russian novels,literal,0.9,metaphor,['Yeniseian'],['Russian']
like,like#v#4,How did you like the President's speech last night?,literal,0.8,metaphor,['please'],['like']
like,like#v#5,I'd like a beer now!,literal,0.9,metaphor,['please'],['like']
line,line#v#1,trees line the riverbank,literal,0.6,literal,['rim'],['line']
line,line#v#4,sorrow had lined his face,metaphor,0.8,metaphor,['face'],['lined']
line,line#v#6,lined books are more enduring,literal,0.8,misc,[''],['']
live,live#v#1,People lived in Africa millions of years ago,literal,0.9,literal,['ago'],['ago']
live,live#v#2,we had to live frugally after the war,literal,0.8,literal,['frugally'],['frugally']
live,live#v#7,You must accept yourself and others if you really want to live,literal,0.7,literal,['really'],['really']
load,load#v#1,load the truck with hay,literal,1,literal,['pack'],['load']
load,load#v#2,He loaded his gun carefully,literal,1,literal,['cautiously'],['carefully']
load,load#v#4,load the bags onto the trucks,literal,1,literal,['pack'],['load']
locate,locate#v#1,Can you locate your cousins in the Midwest?,literal,0.9545,metaphor,['place'],['locate']
locate,locate#v#2,Our sense of sight enables us to locate objects in space.,literal,0.9,metaphor,['map'],['locate']
locate,locate#v#3,The company located some of their agents in Los Angeles.,literal,0.9524,metaphor,['base'],['located']
lock,lock#v#1,Lock the bike to the fence!,literal,0.9,metaphor,['curl'],['Lock']
lock,lock#v#3,The therapist noticed that the patient's knees tended to lock in this exercise.,literal,0.52,metaphor,['lean'],['tended']
lock,lock#v#4,He locked his hands around her neck.,metaphor,0.8,literal,['bolt'],['locked']
lock,lock#v#5,They were locked in embrace.,metaphor,0.7,misc,[''],['']
lock,lock#v#6,He was locked in a laughing fit.,metaphor,1,misc,[''],['']
lock,lock#v#7,She locked her jewels in the safe.,literal,0.7,literal,['bolt'],['locked']
look,look#v#1,She looked over the expanse of land,literal,0.9,misc,[''],['']
look,look#v#3,The child looks unhappy,literal,0.8,metaphor,['squint'],['looks']
look,look#v#4,We looked all day and finally found the child in the forest,literal,1,metaphor,['ground'],['found']
look,look#v#5,The house looks north,metaphor,0.8,metaphor,['front'],['looks']
look,look#v#7,She looked her devotion to me,literal,0.6,metaphor,['bet'],['looked']
look,look#v#9,You don't look your age!,literal,0.7,literal,['feel'],['look']
loop,loop#v#1,The bicycle looped around the tree.,metaphor,0.5,literal,['curl'],['looped']
loop,loop#v#3,The stunt pilot looped his plane.,metaphor,0.6,literal,['coil'],['looped']
loop,loop#v#5,He looped the watch through his belt.,literal,0.7,literal,['noose'],['looped']
map,map#v#1,map the surface of Venus,literal,0.8,literal,['mapping'],['map']
map,map#v#2,We haven't even begun to map the many galaxies that we know exist,literal,0.7,literal,['many'],['many']
map,map#v#5,sorrow was mapped on the mother's face,metaphor,0.7,metaphor,['plat'],['mapped']
march,march#v#2,The Japanese marched their prisoners through Manchuria,literal,0.9,metaphor,['troop'],['marched']
march,march#v#3,He marched into the classroom and announced the exam,literal,0.6,metaphor,['cry'],['announced']
march,march#v#6,They marched the mules into the desert,literal,0.7,metaphor,['edge'],['marched']
match,match#v#2,The company matched the employees' contributions.,literal,0.9,metaphor,['balance'],['matched']
match,match#v#6,This job doesn't match my dreams.,literal,0.8,metaphor,['touch'],['match']
match,match#v#8,Let them match their best athletes against ours.,literal,0.6,metaphor,['right'],['best']
match,match#v#9,The two pieces match.,literal,0.9545,metaphor,['pair'],['match']
mean,mean#v#1,You never understand what I mean!,literal,0.6,literal,['never'],['never']
mean,mean#v#2,The water shortage means that we have to stop taking long showers.,literal,0.8,metaphor,['clean'],['taking']
mean,mean#v#7,These flowers were meant for you.,literal,0.6,metaphor,['denote'],['meant']
mellow,mellow#v#1,Age and experience mellowed him over the years,literal,0.6,metaphor,['years'],['Age']
mellow,mellow#v#2,"With age, he mellowed",literal,0.6,misc,[''],['']
mellow,mellow#v#3,These apples need to mellow a bit more,metaphor,0.5,literal,['need'],['need']
melt,melt#v#1,The wax melted in the sun,literal,1,literal,['liquid'],['melted']
melt,melt#v#2,The sun melted the ice,literal,0.9,literal,['melt'],['melted']
melt,melt#v#4,Hundreds of actors were melting into the scene,metaphor,0.7,metaphor,['fuse'],['melting']
melt,melt#v#6,her resistance melted under his charm,metaphor,0.7,metaphor,['try'],['melted']
miss,miss#v#1,I missed that remark,literal,0.8,metaphor,['regret'],['missed']
miss,miss#v#2,He misses his mother,literal,0.6,metaphor,['maid'],['misses']
miss,miss#v#3,I missed the concert,literal,0.9,metaphor,['jump'],['missed']
miss,miss#v#4,How could I miss that typo?,literal,0.7,misc,[''],['How']
miss,miss#v#5,She missed her train,literal,0.9,metaphor,['escape'],['missed']
miss,miss#v#7,The arrow missed the target,literal,0.8,metaphor,['jump'],['missed']
miss,miss#v#8,The child had been missing for a week,literal,0.9,metaphor,['jump'],['missing']
miss,miss#v#9,"Fortunately, I missed the hurricane",literal,0.9,metaphor,['jump'],['missed']
moderate,moderate#v#1,John moderated the discussion,literal,0.8,metaphor,['chair'],['moderated']
moderate,moderate#v#3,moderate your alcohol intake,literal,0.9,metaphor,['thermostat'],['moderate']
moderate,moderate#v#4,He moderated his tone when the students burst out in tears,literal,0.8,misc,[''],['when']
mold,mold#v#2,The furniture molded in the old house,literal,0.7,literal,['old'],['old']
mold,mold#v#4,She molded the rice balls carefully,literal,0.7,literal,['carefully'],['carefully']
mold,mold#v#5,The dress molds her beautiful figure,metaphor,0.7,literal,['beautiful'],['beautiful']
mount,mount#v#1,They mounted the aerator on a floating,literal,0.9,misc,[''],['']
mount,mount#v#3,mount slides for macroscopic analysis,literal,0.9,literal,['glide'],['slides']
mount,mount#v#4,mount a campaign against pornography,metaphor,0.5,literal,['advance'],['mount']
mount,mount#v#7,mount a theater production,metaphor,0.7,misc,[''],['']
nag,nag#v#2,nagging concerns and doubts,metaphor,0.5,misc,[''],['']
name,name#v#1,They named their son David,literal,1,metaphor,['style'],['named']
name,name#v#2,Many senators were named in connection with the scandal,literal,0.9,literal,['many'],['Many']
name,name#v#3,She was named Head of the Committee,literal,0.6,metaphor,['term'],['named']
name,name#v#5,name your accomplices!,literal,1,metaphor,['remember'],['name']
name,name#v#6,His name was mentioned in connection with the invention,literal,1,metaphor,['name'],['mentioned']
neutralize,neutralize#v#1,The treaty neutralized the small republic,metaphor,0.5,metaphor,['counterbalance'],['neutralized']
neutralize,neutralize#v#2,Her optimism neutralizes his gloom,metaphor,0.6,metaphor,['counterbalance'],['neutralizes']
neutralize,neutralize#v#6,She neutralized the solution,literal,0.7,metaphor,['counteract'],['neutralized']
nod,nod#v#1,He nodded his approval,literal,0.9,metaphor,['nod'],['nodded']
nod,nod#v#2,The teacher nodded when the student gave the right answer,literal,1,misc,[''],['when']
nod,nod#v#3,The old man was nodding in his chair,literal,0.6,literal,['old'],['old']
nod,nod#v#4,the flowers were nodding in the breeze,metaphor,0.8,literal,['weeping'],['nodding']
nod,nod#v#5,The old man sat nodding by the fireplace,literal,1,literal,['old'],['old']
note,note#v#2,She noted that someone was following her,literal,0.6,misc,[''],['']
note,note#v#3,Take note of this chemical reaction,literal,0.6,literal,['flux'],['chemical']
note,note#v#4,she noted everything the teacher said that morning,literal,0.7,metaphor,['voice'],['said']
offset,offset#v#1,offset deposits and withdrawals,literal,0.9,misc,[''],['']
offset,offset#v#2,His skills offset his opponent's superior strength,literal,0.7,metaphor,['counterbalance'],['offset']
offset,offset#v#5,offset the conference proceedings,literal,0.6,metaphor,['commencement'],['offset']
oppose,oppose#v#1,We oppose the ban on abortion,literal,0.9,literal,['veto'],['oppose']
oppose,oppose#v#2,The senator said he would oppose the bill,literal,0.9,literal,['veto'],['oppose']
oppose,oppose#v#6,The board opposed his motion,literal,0.9,metaphor,['counterweight'],['opposed']
ordain,ordain#v#1,The King ordained the persecution and expulsion of the Jews.,literal,1,metaphor,['order'],['ordained']
ordain,ordain#v#2,He was ordained in the Church.,literal,1,misc,[''],['']
ordain,ordain#v#3,The minister was ordained only last month.,literal,0.9565,metaphor,['order'],['ordained']
orient,orient#v#2,We had to orient ourselves in the forest,literal,0.8,misc,[''],['']
orient,orient#v#4,The dean of students tries to orient the freshmen,literal,0.8,metaphor,['control'],['tries']
orient,orient#v#5,a magazine oriented towards young people,literal,0.6,literal,['youth'],['young']
paint,paint#v#1,he painted all day in the garden,literal,1,metaphor,['grain'],['painted']
paint,paint#v#2,We painted the rooms yellow,literal,1,metaphor,['shade'],['painted']
paint,paint#v#3,He painted his mistress many times,literal,0.8,literal,['many'],['many']
paste,paste#v#1,paste the sign on the wall,literal,1,literal,['glue'],['paste']
paste,paste#v#2,He pasted his opponent,metaphor,0.7,metaphor,['paste'],['pasted']
paste,paste#v#3,paste the wall with burlap,literal,0.8,literal,['glue'],['paste']
penetrate,penetrate#v#1,The bullet penetrated her chest.,literal,1,metaphor,['bottom'],['penetrated']
penetrate,penetrate#v#5,The hikers did not manage to penetrate the dense forest.,literal,0.619,literal,['slow'],['dense']
perturb,perturb#v#1,She was rather perturbed by the news that her father was seriously ill,literal,0.9,literal,['instead'],['rather']
perturb,perturb#v#2,The electrons were perturbed by the passing ion,metaphor,0.5,metaphor,['disquiet'],['perturbed']
perturb,perturb#v#3,The orbits of these stars were perturbed by the passings of a comet,metaphor,0.5,metaphor,['disquiet'],['perturbed']
perturb,perturb#v#4,Fundamental Islamicists threaten to perturb the social order in Algeria and Egypt,metaphor,0.6,literal,['societal'],['social']
piece,piece#v#3,"piece the broken pieces of thread, slivers, and rovings",literal,0.9,metaphor,['buckle'],['broken']
piece,piece#v#4,He pieced at the sandwich all morning,metaphor,0.5,metaphor,['tack'],['pieced']
piece,piece#v#5,She pieced the china cup,literal,0.9,metaphor,['patch'],['pieced']
pierce,pierce#v#2,The cold pierced her bones.,metaphor,0.9,literal,['bite'],['pierced']
pierce,pierce#v#3,The scream pierced the night.,metaphor,1,literal,['stick'],['pierced']
pierce,pierce#v#5,The needle pierced her flesh.,literal,1,literal,['bite'],['pierced']
pin,pin#v#1,The child was pinned under the fallen tree,literal,0.8,literal,['trap'],['pinned']
pin,pin#v#2,pin the needle to the shirt,literal,1,literal,['pin'],['pin']
pin,pin#v#3,pin down the butterfly,literal,1,literal,['stick'],['pin']
ping,ping#v#4,I'll ping my accountant--April 15 is nearing,metaphor,0.5,metaphor,['knock'],['ping']
ping,ping#v#5,ping your machine in the office,literal,0.6,literal,['pink'],['ping']
plaster,plaster#v#2,The demonstrators plastered the hallways with posters,literal,0.7,metaphor,['stiff'],['plastered']
plaster,plaster#v#3,She plastered warnings all over the wall,literal,0.8,literal,['mud'],['plastered']
plaster,plaster#v#4,plaster the broken arm,literal,0.8,metaphor,['ladder'],['broken']
plead,plead#v#1,I pleaded with him to stop.,literal,0.8,misc,[''],['']
plead,plead#v#2,She was pleading insanity.,literal,0.7,literal,['complaint'],['pleading']
plead,plead#v#3,She pleaded not guilty.,literal,0.9,misc,[''],['']
please,please#v#1,These colors please the senses,literal,0.7,literal,['delight'],['please']
please,please#v#2,he could do many things if he pleased,literal,0.6,literal,['many'],['many']
please,please#v#3,The waiters around her aim to please,literal,0.7,misc,[''],['']
pledge,pledge#v#1,I pledge that I will honor my wife,literal,0.8,metaphor,['glory'],['honor']
pledge,pledge#v#2,I pledged $10 a month to my favorite radio station,literal,0.9,metaphor,['chosen'],['favorite']
pledge,pledge#v#5,I was pledged to silence,literal,0.6,misc,[''],['']
plunge,plunge#v#2,the stock market plunged,literal,0.6,literal,['dip'],['plunged']
plunge,plunge#v#3,She plunged at it eagerly,literal,0.6,literal,['eagerly'],['eagerly']
